Sharpe,Valor,TAE,DDPP1,DDPP2
0.7925913399488795,551965.9060184775,0.369058961281371,0.9875,0.7411452065784196
0.846341821986251,600005.886980622,0.390229596135047,0.9916666666666668,0.7777744350849044
0.8662896613312886,591390.8684349662,0.38653744970091,0.9791666666666666,0.6983386816419308
0.8466679838991141,695620.5398473977,0.4285474573091479,0.9791666666666666,0.8064112849311406
0.9481419358720474,619879.5208988384,0.3985846126400179,0.9791666666666666,0.7911552346570397
0.8126448284676646,514276.17546372506,0.3513696161479964,0.95,0.7227269688461024
0.6254601004741381,336254.91267130617,0.2498081477312732,0.9,0.6420644471185988
0.9001820488066464,644399.4065625238,0.4085968468665666,0.9833333333333332,0.6954372242278379
0.6869161346985033,449414.3770389088,0.3182814210900531,0.9375,0.6586408610776842
0.8319524900834755,512721.0749745411,0.3506172918447832,0.9833333333333332,0.6877456879261934
0.8490447051155721,515722.1405445177,0.352067479172254,0.9666666666666668,0.7446684048669608
0.8798331979167711,615670.7990663585,0.3968336754643609,0.9958333333333332,0.7629596202700896
0.78050858335401,466521.7926450776,0.3273686769654251,0.9916666666666668,0.6329890359673753
0.8019314378760242,505257.7021668652,0.3469805415065425,0.9583333333333334,0.7276908677630699
1.1411819373847771,1300231.2506736796,0.6026736540436759,0.9958333333333333,0.8059533360074876
0.946045920205008,678272.2681070257,0.42192871553846145,0.9625,0.7163056558363418
0.7445533852787082,477416.01910882315,0.3330147727082249,0.975,0.7216071667335205
0.9311776078530103,751416.6531867285,0.4489592448708444,0.9958333333333333,0.7474528680304854
0.9115445411160867,803487.231058606,0.46692096029591457,0.9791666666666666,0.8002874715871106
0.9638610191730022,771855.7789490254,0.4561273001510393,0.9875,0.8127523733119402
0.8969998643518687,595795.2395714985,0.38843047905576844,0.9958333333333333,0.7412555154432411
0.6688438527051759,387782.31548365817,0.2830070051928355,0.9916666666666667,0.6613217007621339
0.8614158928345651,504708.590592963,0.3467112429568895,0.9875,0.6680739403663591
0.6619326390046779,382133.4861836864,0.27954977260858316,0.8875,0.6317522396042252
0.8034665966038825,560541.2023328486,0.37294542977174916,0.9625,0.7266245487364621
0.871868748821725,559006.7765213533,0.3722535834515046,0.9625,0.8012133975130364
0.8813139926231289,592302.2545738504,0.3869301116533521,0.9666666666666667,0.7771192672817222
0.975803334200817,796678.2664253865,0.4646271996589706,0.9708333333333333,0.7977771092392031
0.9828293795540102,739414.6736650397,0.444675638838536,0.9833333333333333,0.7528981147212195
0.9752188090511589,684251.9210127837,0.424225526404296,0.975,0.6870738066586441
0.9865360601076498,900805.3825542232,0.49808576588016695,0.9791666666666666,0.8035967375317556
0.8488202676289419,644497.006114876,0.4086360738506878,0.9958333333333333,0.7271259526674689
0.9398662976945056,587932.3402218444,0.3850428685446601,0.9958333333333333,0.754439096135847
0.8699337643527827,557341.5611074923,0.3715010104715679,0.9666666666666667,0.7197887418104025
0.8308393324917555,644773.84874705,0.4087473154218615,0.9916666666666667,0.7060837010295494
0.7344924003784935,485626.3372983792,0.33720081340416685,0.8958333333333334,0.7035499398315284
0.8317896766237399,683807.2721583729,0.4240552997892211,0.9791666666666666,0.7215202567188127
