Sharpe,Valor,TAE,DDPP1,DDPP2
0.045934433811542816,356927.24516694754,0.26374388690844897,0.9625,0.7589149618933012
0.05609539993165637,499045.94772983255,0.34412033826541455,0.9333333333333333,0.8079790078887552
0.05056884726749787,363917.6316983672,0.26826128446902753,0.9291666666666667,0.7868297900788875
0.06527227121631517,569820.282004595,0.3773186965490336,0.9375,0.8417000935954004
0.046043661581664695,354478.70482462976,0.2621444880623496,0.9625,0.7577450193876187
0.04926189061354923,411886.6527902566,0.29748321321072546,0.9833333333333333,0.8151390560235325
0.05715933286732478,482781.7090543098,0.33595198386174263,0.9708333333333333,0.8358035833667603
0.0613105182038725,544569.8291834603,0.36588168724288606,1.0,0.8395039443775906
0.04986041051465406,395952.88738772133,0.28809987373897683,0.9791666666666666,0.7304920443909614
0.04855978201668601,403298.74631503527,0.29246338974538433,0.9291666666666667,0.7870604358871507
0.048975473879385216,388851.8923893357,0.28381855654032306,0.9666666666666667,0.7845667870036102
0.06672314019762365,743940.4385320073,0.446566564572104,0.9791666666666666,0.8346135847038374
0.05708540181226872,519900.66891850374,0.3542821109301335,0.975,0.8211893301243481
0.05097086299991569,450000.71111902985,0.3187813334646641,0.9833333333333333,0.8173352052413424
0.0487169045167187,442923.9711063745,0.31494118149736927,0.975,0.7651056290947987
0.04491519564493886,362767.61711851635,0.26752300489039604,0.9625,0.7639490573606097
0.05005735753500637,431715.4340041019,0.308755213907109,0.9583333333333334,0.8010228640192539
0.049544895336082015,389913.5309955255,0.2844626725242232,0.9625,0.7741643267816554
0.04029190393128699,304244.68496301945,0.22715491920136643,0.9625,0.7477570530819628
0.05131867994421537,435530.6139792913,0.3108753642336628,0.9833333333333333,0.7783660917234925
0.052103660830305196,427746.46064872446,0.30653330963305225,0.975,0.7413424254579489
0.04746997249944031,377906.7776190781,0.27709288145781974,0.6416666666666666,0.7853857467575879
0.05594045685977657,455204.1866618687,0.32157365072415267,0.9875,0.8114654365556893
0.06096782656926828,594438.266301586,0.38807775330339234,0.9833333333333333,0.8450294156972857
0.054256517487911035,462116.1203579192,0.32524276732373614,0.9708333333333333,0.783162855996791
0.04716605129921929,412405.32911566424,0.2977836468946544,0.9125,0.7529248562642065
0.051109856105563345,436228.8647418349,0.3112617502713606,0.9666666666666667,0.7873679636315015
0.04885094651549307,405884.73850769235,0.2939840650178549,0.975,0.7781722155368365
0.049123862097261106,376901.7030765151,0.2764673357476062,0.9791666666666666,0.7343261131167269
0.04443177044523895,362371.57975315396,0.26726831703793263,0.825,0.7576380532156706
0.04644973072583244,350539.7516822339,0.25955252508070625,0.975,0.7903997860676562
0.05535104354113805,475206.7178204793,0.3320707363653055,0.9416666666666667,0.8100782190132371
0.054007454535347964,451462.34942801413,0.3195683355801662,0.9833333333333333,0.8011665998128092
0.04866736600270026,391929.52763395465,0.2856818863995283,0.9625,0.7759359540045461
0.04183250968291385,335935.5588716062,0.24973014504029467,0.9666666666666667,0.7577684182377323
0.06512022335776341,721166.4411304385,0.4383160108861748,0.9708333333333333,0.8719648348709721
0.04957041964993462,418966.019704595,0.3015574364718474,0.9833333333333333,0.7890025404465838
0.0443950638936658,339028.5741105704,0.2518391035101759,0.975,0.763457681508223
0.06151149660937968,536936.4728652386,0.362339070635602,0.975,0.8235726701430672
0.05039414499548701,405077.9212561179,0.2935104722141437,0.95,0.7675290814279984
0.06519630372545512,636091.1697738441,0.4054806910226054,0.9833333333333333,0.8040513437625351
0.053608325507156135,467701.04488941433,0.3281748864207843,0.6833333333333333,0.7601317020992111
0.051668952740650496,418887.135879686,0.301512348877939,0.9708333333333333,0.7838113384142265
0.05518963673834109,436982.8470408435,0.31167840976509376,0.9041666666666667,0.7746891295627758
0.050396123416443374,420825.84075273783,0.3026184518867858,0.9458333333333333,0.7678733787939565
0.05216363235563058,398071.2265496935,0.28936492096148614,0.7708333333333334,0.7538942371974863
0.045166193866781675,336780.1105427817,0.2503075661522398,0.7375,0.7618331327717609
0.04725036387358515,352028.7707198466,0.26053513022681773,0.8333333333333334,0.7663156839149619
0.05276424061908932,424919.1383422335,0.3049402393230223,0.9875,0.7632203503142131
0.04573076206173191,350104.0507776089,0.25926436154528054,0.9041666666666667,0.7333065917903463
0.03869777192438547,290836.6891130234,0.21702181910957097,0.7166666666666667,0.7233520524134243
0.06026661843568716,508925.4101632703,0.34897659615436427,0.9708333333333333,0.7842960288808665
0.04849268912490704,367555.9274128726,0.27058450449200366,1.0,0.764754646343094
0.07562172305844503,780726.633862226,0.4594681560705869,0.9791666666666666,0.8315149084102152
0.04408640672378055,332041.02867810125,0.24705202253303504,0.9916666666666667,0.7312909479876989
0.04681289235244004,367456.19474904204,0.27052107126206293,0.9041666666666667,0.7460923920310202
0.055021205335893573,465773.8598096097,0.32716634692613655,0.8666666666666667,0.8490841021526943
0.06165225461793091,510403.82355369045,0.34969668023048417,0.9708333333333333,0.827523733119401
0.05159568600627676,401995.1879347416,0.29169382253949583,0.9125,0.7599244551410617
0.054706716172287416,422902.4184521944,0.30379861366447414,0.95,0.7557460890493382
0.06034861360086366,579492.4249802104,0.38159022167101986,0.9708333333333333,0.8225163791950796
0.058744391425937695,438093.8335264316,0.31229128617102164,0.8041666666666667,0.8316118465035433
0.061140725721320864,578696.1971436221,0.38124078888790236,0.9916666666666667,0.8221085706645274
0.057348545552636736,420240.5878697377,0.30228498235782997,0.975,0.8051377189463832
0.06055063600796711,596973.1911701012,0.38916485198393413,0.9791666666666666,0.7896008824709186
0.039167127264831875,300855.74952733814,0.22462868534897318,0.9791666666666666,0.7615155769487899
0.06968685516314085,732986.6784096198,0.4426243587619645,0.9708333333333333,0.8454037972991042
0.06096852626737641,597970.6803078644,0.3895915910925185,0.9666666666666667,0.8570497392699559
0.04675614331510723,326372.6133147493,0.24310788866870503,0.8625,0.7659145607701564
0.04466519384468052,344576.0287379773,0.2555825925629063,0.9666666666666667,0.7833767883406872
0.048666081975362485,410456.2394495297,0.2966530700069836,0.9791666666666666,0.7529181708784597
0.05422187370846632,434133.53050758055,0.31010075011122384,0.975,0.8100180505415162
0.054621664228118254,487963.96104867995,0.3385787162877407,0.9791666666666666,0.8201865222623346
0.05473259920695119,439379.42906862503,0.31299890483396964,0.9541666666666667,0.7910315550207248
0.04500961019549814,373246.2341924894,0.2741806777179956,0.875,0.7377055756117128
0.052987766601860165,416946.2089566217,0.30040078548539295,0.975,0.7553783928332665
0.05280238103006244,438212.96593506803,0.31235693032311884,0.9833333333333333,0.7971185987431475
0.04820343543261734,377739.53160711826,0.27698888388460574,0.525,0.7411251504211793
0.054768686881710014,422959.8060642933,0.30383116101585017,0.9833333333333333,0.7770022730311539
0.05657803498204153,505215.50022197724,0.3471620820022323,0.9791666666666666,0.8479977269688461
0.05380234458022044,441674.8216928955,0.31425814637810023,0.9666666666666667,0.78994852252975
0.060206776299401625,605175.608143023,0.39265682284362224,0.9875,0.7812240941302313
0.060931180924413984,515747.76806743577,0.3522854168917773,0.9791666666666666,0.7859172349244552
0.05896058049554445,595915.0521190803,0.38871152955602994,0.9666666666666667,0.7884509961224763
0.05963883244528362,605686.1243021897,0.39287288263617204,0.9625,0.8450494718545261
0.059497794773511595,510620.40150184074,0.34980202488785506,0.9666666666666667,0.8065182511030886
0.051162627937584165,470504.87321509793,0.32963615416462555,0.9833333333333333,0.7526574408343362
0.055305203083408326,543898.5115806991,0.36557176175990813,0.9875,0.7663156839149619
0.06039037843841948,508979.68142108695,0.3490030599703482,0.9791666666666666,0.7884443107367295
