Sharpe,Valor,TAE,DDPP1,DDPP2
0.051322322049872866,397333.17609782587,0.2889247908390291,0.8208333333333333,0.7631768953068592
0.04373039261052192,319998.4367264009,0.23860533821173546,0.9708333333333333,0.7332965637117261
0.05812404269237705,488660.4274288635,0.33892999736203455,0.9208333333333334,0.8056224094130231
0.06389479355475508,557999.0775249639,0.3720169798729318,0.9833333333333333,0.8039243214333467
0.05388707187378006,431999.3015066576,0.3089134885127587,0.9625,0.766740205909881
0.06566098328283615,571505.9601692037,0.3780673810104491,0.975,0.843531889290012
0.06385496696531956,616670.048556885,0.39748587030206184,0.9833333333333333,0.8190232651423988
0.06679835096496944,643103.5845080874,0.40831847557507506,1.0,0.8307561171279583
0.05250702254161204,450429.4855533174,0.31901241800668423,0.6958333333333333,0.7529883674288007
0.05119292922758805,381590.2962664872,0.27937391362927744,0.9833333333333333,0.7602954940500066
0.05452690446368368,407288.1005534178,0.2948059959187326,0.9375,0.79729910415831
