Sharpe,Valor,TAE,DDPP1,DDPP2,Apalancamiento Medio,Apalancamiento Maximo,Fecha inicio,Segundos,Chip
-0.0115642939585721,98580.98745224782,-0.0031854327246099,0.675,0.5288582546779268,0.9249811954767,1.1806347288368295,2020-03-04,54.20073890686035,Apple M1 Max
0.5881445216190395,601155.8624939255,0.1881278099008267,0.3583333333333333,0.7062737832966153,0.9475300384015964,1.6756006063841515,2014-04-02,81.1278772354126,Apple M4 Max
1.0140618218382065,2013089.1811756184,0.3019498901809772,0.9416666666666668,0.7975460682357234,0.9152639154840876,1.6652033247843292,2013-04-13,88.2468957901001,Apple M4 Max
0.4377356738344525,170099.65012473933,0.1721019701001775,0.8791666666666667,0.6892832289491997,0.8762918145413991,1.031884631845161,2021-04-26,26.837558031082153,Apple M4 Max
1.0578739333752558,1642125.5418066848,0.3859025380353704,0.9875,0.7842626709244248,0.8580360237594493,1.3444026749508646,2016-02-01,66.97131586074829,Apple M4 Max
0.6830459751931645,660005.8488635786,0.2359045021266339,0.8541666666666666,0.7351270553064275,0.9564818799696452,1.680557076727886,2015-10-01,69.3326690196991,Apple M4 Max
0.8878236341419105,1148788.6046559447,0.3056593534900791,0.9458333333333332,0.7542631659405336,0.8891857438400989,1.335255860487761,2015-07-04,71.30275297164917,Apple M4 Max
0.9689847864555065,1808197.657701901,0.3321841602614503,1.0,0.7975032760880061,0.9180192818696956,1.2188952630910226,2014-07-26,78.39291787147522,Apple M4 Max
0.2748537770694383,174762.13645221904,0.1782857592853928,0.7,0.7919620540786185,1.2222464603240306,1.9543178519425584,2021-04-05,27.4876971244812,Apple M4 Max
0.878952123190819,1893214.8060893265,0.3227073687007082,0.9916666666666668,0.7753401360544218,0.9509809197225074,1.4807144515845434,2014-02-24,82.03951787948608,Apple M4 Max
-0.0760044625251946,89336.11029644495,-0.0273177844543751,0.8583333333333334,0.4716814568312072,0.910981976141916,1.1631430974790524,2020-08-03,32.61090683937073,Apple M4 Max
0.4032980522142563,206948.86967217375,0.2424193492048723,0.6916666666666667,0.7021050196622716,1.1681134640671724,2.0646910833463705,2021-04-22,27.10309100151062,Apple M4 Max
0.7901449988213023,791106.4922026945,0.4528625212722283,0.5416666666666667,0.7523411918795023,0.9606626084855944,2.001268710698854,2019-02-12,43.59988617897034,Apple M4 Max
0.7653877054598064,1615089.654143348,0.2977496084808799,0.9583333333333334,0.7304770260609605,0.9753997586179464,1.4771267559806396,2013-12-23,82.18492197990417,Apple M4 Max
0.6363965305139038,260441.2278914748,0.2096056861701978,0.5791666666666666,0.6851370062673079,0.871221922406921,1.5246655918731786,2019-08-16,39.52496027946472,Apple M4 Max
0.06761197977327758,-114946.48835530269,,0.1791666666666667,0.5384635175465678,0.7262145934405818,21.416281966893834,2017-09-25,75.48794984817505,Apple M4 Max
1.0268460681911895,3187369.080508176,0.3585112584914618,0.9125,0.7903112173007413,0.981332328186962,1.2042904740730647,2013-05-11,87.503084897995,Apple M4 Max
-0.2601421352163312,-43159.14316297491,,0.37083333333333335,0.6524894553456813,1.4010006221135538,1180.9107249607707,2013-05-03,86.86268210411072,Apple M4 Max
0.7327099637886988,1508595.868201101,0.29177276520257367,0.9666666666666667,0.7228696249754565,0.9626759082994281,1.4935749967971397,2014-01-19,81.37413501739502,Apple M4 Max
