Sharpe,Valor,TAE,DDPP1,DDPP2,Apalancamiento Medio,Apalancamiento Maximo
1.0762899719817378,1457715.5905856935,0.6263298688862504,1.0,0.7833234480031633,1.1372531903597445,1.643002653319099
1.1824981916616293,1823098.6608393227,0.6937107366177111,1.0,0.8080005272176091,1.1090759995898218,1.6354534867014574
1.191744181729853,1895630.9589189708,0.7057466901486391,1.0,0.8008699090549625,1.1332296438933276,1.642833665838909
1.1545947296604475,1729501.684525788,0.6775860808683365,0.9916666666666668,0.8086694345591143,1.121194533699437,1.6392840726590965
1.2651980017188704,2288625.9867158895,0.7650832633988083,1.0,0.8557104257282193,1.1292141091778505,1.665170713560357
1.3738959722613493,2721939.554677899,0.8236940872189003,1.0,0.8011650165016502,1.136419355632946,1.6287818569743004
1.2137636981789306,2033594.5815543504,0.7276360637060317,0.9958333333333332,0.8469025965467247,1.1302397960547474,1.6395515251996793
1.3234477929229207,2501302.430206657,0.7937817436031664,0.9916666666666668,0.8390042177408725,1.1237245728276948,1.6371044055919886
1.1766277153661635,1927904.6331758497,0.7109813015666915,0.9916666666666668,0.7625543693159351,1.1307624522900526,1.6402519159635829
1.2551910138831182,2148525.9498146996,0.7449614545381311,0.9958333333333332,0.844408198233821,1.1222306684234715,1.652722288356963
1.1140415421922398,1562715.9001428606,0.6469912939673579,0.8458333333333333,0.7968795307763279,1.1235608545508222,1.632264079371609
1.260610675195118,2230350.0538531034,0.7588135744447715,0.9791666666666666,0.8466171617161716,1.1315030617214954,1.6706735375459645
1.066862715202883,1365512.290545341,0.6071563543598433,0.9916666666666668,0.7259160405957559,1.1252491174800427,1.6572840026746385
1.189060864641548,1798697.2844931732,0.6913404703316832,0.9916666666666668,0.8004125412541254,1.1320025199604418,1.660815892833312
1.3681880963416402,2560956.145912505,0.8046476064008936,1.0,0.8482282163162767,1.133685670542416,1.6448412665068932
1.191881876242595,1932818.5970110944,0.7117720164400143,1.0,0.8589528140239884,1.134105502534976,1.6538512484259402
1.143435227217213,1802267.2649106304,0.6901815999434433,0.9833333333333332,0.8165085013839463,1.1346258789699388,1.649449604694468
1.2034859167717409,2016195.7077179516,0.7249438116524276,0.9916666666666668,0.8458250955581916,1.1286913719838525,1.6306449853239076
1.2306948872786203,2150912.397977982,0.745313080315483,0.9916666666666668,0.8760115987873995,1.1333975647841663,1.636015400103497
1.448370388405016,3885617.6643180065,0.9417939400515948,1.0,0.8707922095012501,1.1213384506158708,1.6276339468978938
1.0890501526822676,1343112.6822432622,0.602338888448013,0.9916666666666668,0.8208811124291551,1.1114921488942753,1.6678436170242132
1.341714361088968,2635643.294187413,0.8130399952835161,0.9791666666666666,0.8486303630363037,1.1221792962345314,1.630523750240384
1.171687430724229,1723247.50061733,0.676483376940539,1.0,0.8203308290496902,1.1047376622432552,1.6489125547490828
1.1600409012436477,1713663.409035997,0.6747871886727883,1.0,0.8324502438381443,1.1232148678993503,1.6642261396430087
1.2330537428649675,2083647.8667853929,0.7352773992406281,0.9916666666666668,0.8341241597469355,1.1245527079065718,1.6537682377719736
1.064469430048137,1413093.2799794306,0.6171786816173817,0.9958333333333332,0.7686041913799921,1.120262246294898,1.6303350456033
1.144443981253259,1634539.5829965274,0.6604789889718206,1.0,0.8240806642941874,1.1308511307240752,1.6652353865959235
1.1312526827763911,1635297.685110315,0.6606187429005661,1.0,0.8336595492289443,1.1298773883041713,1.6588406952202182
1.2927147987994785,2328136.169771642,0.7705752934603214,1.0,0.8210590483722157,1.1077115047369328,1.6509805784488334
0.9293118954027308,1015482.2904679253,0.5230451720284908,0.9791666666666666,0.7531830763147489,1.1294429401295774,1.6475816626918705
1.1195047032196206,1604119.283064643,0.6548268214305533,1.0,0.7524416765519968,1.1265185624471077,1.663933417192518
1.262478759600812,2041361.7544255748,0.7288318507507785,0.9916666666666668,0.853202846975089,1.1215400418816512,1.630520845487338
1.1345780636027776,1626307.4939174743,0.6589580011236689,0.9916666666666668,0.8200705153552128,1.1304297376276076,1.6498063303724355
1.2741835102663566,2285609.89046782,0.7666594852784121,1.0,0.8346435643564356,1.1191803899698791,1.6535642491822466
1.185445879204698,1746072.7801647151,0.6822315630501932,0.9958333333333332,0.820052805280528,1.126530776406704,1.651157497718703
1.3232891128748308,2770031.6673191804,0.8273152966472559,0.9875,0.8329906418874391,1.1404069396787446,1.6344350468298197
1.3604406601034338,2920113.947413499,0.8448990782294918,1.0,0.8723606168446026,1.123002986942771,1.6307648616359884
1.217802098916587,2043247.8653234427,0.7291216629369253,1.0,0.8175860023724792,1.1470017373320198,1.6353291505720942
1.130642794381295,1700702.112388648,0.6724809101850855,1.0,0.794510346645578,1.1376743978433514,1.6471360109781417
1.1614750255034525,1852011.7220011852,0.6985547237027645,0.9916666666666668,0.7717444312640043,1.1385516616234217,1.6700495656409342
1.195434507418352,1979271.4174262576,0.7191666513550701,1.0,0.8082575458020298,1.115679891264223,1.6719081504078146
0.9254773352033504,958614.0049790428,0.5071971098388297,1.0,0.7581323316198761,1.1150197390782184,1.656510740011382
1.231672246083492,1975598.4273296504,0.7185871649530431,0.9958333333333332,0.8166666666666667,1.114224128886053,1.6560939636595315
1.3485925708691104,2758740.556610856,0.8259611307269725,1.0,0.8543857914854356,1.1392734158148985,1.6390180756128547
1.2534530373186747,2299522.080785525,0.7686102864619124,1.0,0.8526336633663366,1.1404937412523826,1.6403039005409945
1.2579748108480993,2163272.8357904665,0.7471292074496607,1.0,0.8423817055489653,1.134287370910267,1.6709912493689645
1.2109865404571205,2005176.7112712003,0.7232289124229809,0.9958333333333332,0.8300184526163173,1.1111034116146314,1.635899953207513
1.025428805040578,1233991.8294209626,0.5778840237721128,0.9708333333333332,0.777276921049163,1.1360833299685962,1.6520210904605626
1.4018670004566716,2683428.4322650814,0.8200600363511463,0.9916666666666668,0.818226894089647,1.132126266061229,1.6507708024050816
1.0674100272227849,1352793.791730924,0.6044290046703229,1.0,0.7148906023461183,1.1196929095196249,1.6476688300232194
1.3929745964248572,2793836.9677683143,0.8323614837853632,1.0,0.8444356435643564,1.1149144853392183,1.6505989002443262
1.2960915463478089,2463010.3902485943,0.7887660559864234,0.9875,0.8706932911559246,1.1273808016538225,1.6397855591091273
1.063678223381304,1362767.337532675,0.6080882498089974,1.0,0.8053762376237623,1.1336995732170154,1.6439774344777116
1.3473199595483036,2650312.5473024803,0.8148709924173358,0.9875,0.8768052805280528,1.124183964856898,1.671177753307082
1.1106836470612234,1605819.6912150092,0.655145066394899,0.9958333333333332,0.7973243706339792,1.1050482450835883,1.6418624842413585
1.0436222287798729,1233110.4696516648,0.5776794152153317,1.0,0.7573975220772373,1.124107572090347,1.6481391903860994
1.2793125712473687,2253168.7234283816,0.7600881278768206,1.0,0.853812442335574,1.122718738111438,1.6584115593082882
1.1137492183957722,1577209.2156750346,0.6497532548915308,1.0,0.8359002240674839,1.1189312755989742,1.6515537264463729
1.1366447428931603,1562666.4795644025,0.6486204273751417,0.9708333333333332,0.795003300330033,1.1417066734665298,1.6311267635056073
1.113894428090267,1521117.398148937,0.6417766352404997,1.0,0.8052997221119492,1.132010136203633,1.65364486179757
0.9596336836041424,1096281.2739966365,0.5443568265480343,0.9916666666666668,0.7735732173454594,1.123644669345666,1.6533415530292663
1.1337681834371347,1628781.922644228,0.659415845846252,1.0,0.8439732437063399,1.1183340096512635,1.6532638374052655
1.4836028780019237,3946933.892904067,0.9511981174303876,1.0,0.8916336633663366,1.1348209669743248,1.637502579689706
1.180571647178406,2094145.8152560757,0.7359085336765738,1.0,0.8315370443479405,1.1333927494509746,1.653513034282876
1.1503245548996848,1707738.961860411,0.6737347954377586,0.975,0.8164063529721892,1.1199869559211504,1.6631771273385665
1.1093044542460335,1523694.5533664897,0.6394494498396577,1.0,0.8148675365757216,1.129907912067249,1.652158284436687
1.1872957888280553,1907519.7980343413,0.7095057088153938,1.0,0.7771320132013202,1.1329158076290318,1.647831768575285
1.219962461258849,1946368.43790742,0.7157853365357558,0.9875,0.8232706270627063,1.123044619892102,1.6429953428154571
1.1023233543511697,1431645.1989098857,0.6210116532999932,0.9916666666666668,0.8523922499011467,1.133759062663255,1.6271532853310104
1.2329369191992374,1964848.2727172216,0.7187365533088799,0.9416666666666668,0.8665841584158416,1.1216150109735574,1.6472909208260949
1.3446983623035786,2300537.3937216615,0.7697587226267955,0.9958333333333332,0.8599563665212218,1.1189764982110255,1.6356677581443255
1.458096927982704,3581430.0885990947,0.9145378446600688,1.0,0.8698530380914722,1.1379262117380164,1.6426711739725763
1.0996375186563452,1602264.7378824344,0.6544794135376077,0.9916666666666668,0.807259127454857,1.1180363111158131,1.6383912451940703
1.1264352080918465,1611325.0175800654,0.6561735435451299,0.9916666666666668,0.8273757743508633,1.1277679990339422,1.645138129852062
1.3847528866188878,2543220.248209009,0.8023659226514483,0.9916666666666668,0.8443970646568821,1.1233705970474814,1.6550334364495305
1.1823616803494623,1796291.6620862838,0.6909288624868442,1.0,0.8276699669966997,1.120315264370105,1.6468905597789745
1.1565132962650082,1784749.062253378,0.6871878267642801,0.9958333333333332,0.8275570054039805,1.1305013687375889,1.621450317150508
1.416399885235066,3010807.080916589,0.8586031455558572,1.0,0.7644122702631231,1.132273340130286,1.6517367701879362
1.183318631730793,1718026.1374022835,0.6755602626425026,1.0,0.8437788322129959,1.1081781170020664,1.6454317673584715
1.1428367780934798,1617727.1913795115,0.6590356543707474,0.9916666666666668,0.8382343234323433,1.1274940168696233,1.6399754014767542
1.263866836188218,2504159.905042329,0.7941535044535137,1.0,0.8432812705944379,1.144662583710094,1.6530703762267698
1.307872669738851,2371415.964882898,0.778540214754736,0.9958333333333332,0.8238316831683168,1.135562140458542,1.6347459000146456
1.43086306559542,2967150.143197165,0.8536677033147895,0.9875,0.8560062144651593,1.1302197173442392,1.634948576309279
1.2147378109040206,1773336.3579450003,0.6869782986933148,1.0,0.7756600660066006,1.123650962328831,1.6309996509306726
1.3281608580737263,2551868.6116170157,0.8024206114048336,1.0,0.7492145214521453,1.1285067674760314,1.6323621037455345
1.314605170515676,2565100.709467349,0.8041167164662819,1.0,0.830957095709571,1.1285039249985027,1.6535562635561298
1.257680262660133,1925772.6608680089,0.7133882179188231,0.9958333333333332,0.8431740050244612,1.131047452594688,1.6329936689443811
1.265849135585444,1924135.576857516,0.7131229704455586,1.0,0.8083564722993521,1.1313606998740169,1.6489605503164917
1.1361804771658397,1636612.9286531794,0.6608610784806579,0.9958333333333332,0.789976275207592,1.1287340594767254,1.635957863944555
1.393411304731276,2794161.4096041555,0.8335074977195547,1.0,0.8323449689276742,1.1229323500872128,1.6397980296675998
1.3015737230031912,2227943.474849396,0.7584682843105528,0.9916666666666668,0.845042904290429,1.1387596094338914,1.650641323318329
1.311415852235108,2579824.5095381476,0.8108108085361379,1.0,0.8614695340501792,1.1240898778254422,1.6442998028246398
1.2165721837523389,2041338.4105597176,0.7288282624537414,0.9916666666666668,0.8606497957031765,1.1257306522486146,1.6399821989064156
1.0897859028081425,1470681.747514492,0.6289459584113497,0.9958333333333332,0.8093745881112429,1.1305553796510792,1.631666122030082
1.1893144859833888,1873811.3234430572,0.7021661845169189,1.0,0.7970673520495585,1.1123378304282605,1.6408115451924146
1.183508490720644,1882654.8082293177,0.7036214528861438,1.0,0.8543890865954923,1.1130419831743292,1.6492930718813708
1.2149844409752426,1998979.0073573417,0.7222609645415281,1.0,0.8555983919862924,1.1366939731181027,1.6667966255186957
1.26393951369594,2374571.83170878,0.7769333081718828,0.9958333333333332,0.8478779491235007,1.134483789471947,1.6515654092847294
1.047983334864142,1278852.6977010886,0.5881439022325425,0.9916666666666668,0.7633682614999341,1.1222270106091008,1.6551171113704704
1.160833217133753,1722681.4831515695,0.6763834182387554,0.9958333333333332,0.8554303413734019,1.1256048179469509,1.6386331076305551
